sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda
F,False,False,1,Assalariado,Secundário,Casado,Casa,30,0.9917808219178084,3.0,4234.94
F,False,True,0,Pensionista,Secundário,Casado,Casa,56,,2.0,2451.46
M,True,False,1,Assalariado,Superior completo,Casado,Casa,31,3.4712328767123286,3.0,7984.56
F,False,True,1,Empresário,Superior incompleto,Casado,Casa,26,5.613698630136986,3.0,1364.62
F,False,True,0,Assalariado,Superior completo,União,Casa,47,11.6,2.0,2474.25
F,True,False,0,Empresário,Superior incompleto,Separado,Casa,38,3.6821917808219182,1.0,15250.33
F,False,True,0,Empresário,Superior completo,Casado,Casa,52,13.208219178082194,2.0,1589.25
F,True,False,0,Empresário,Secundário,Casado,Casa,38,1.3698630136986298,2.0,5274.97
F,False,True,0,Assalariado,Superior completo,Separado,Casa,60,4.216438356164384,1.0,6777.2
F,False,True,0,Empresário,Superior completo,Casado,Casa,53,7.884931506849315,2.0,1797.81
F,True,False,1,Assalariado,Secundário,Casado,Casa,39,8.789041095890411,3.0,410.22
F,True,True,0,Assalariado,Superior completo,Casado,Casa,28,6.676712328767122,2.0,3957.15
M,False,True,0,Assalariado,Secundário,Casado,Casa,51,17.194520547945206,2.0,11872.68
F,False,True,1,Empresário,Superior completo,Casado,Casa,27,2.66027397260274,3.0,2997.11
F,True,True,1,Assalariado,Superior completo,Casado,Com os pais,34,1.8794520547945208,3.0,1848.78
M,True,True,0,Empresário,Superior completo,Casado,Casa,59,9.997260273972604,2.0,2764.62
F,False,False,0,Empresário,Secundário,Separado,Casa,49,4.027397260273974,1.0,15675.45
F,False,True,0,Pensionista,Secundário,Casado,Casa,57,,2.0,4229.21
M,True,True,1,Assalariado,Secundário,Casado,Casa,37,8.479452054794521,3.0,10740.64
F,False,False,1,Empresário,Superior completo,Casado,Casa,34,3.602739726027397,3.0,2202.48
M,True,True,0,Assalariado,Secundário,Casado,Casa,30,5.454794520547946,2.0,1256.25
M,True,True,0,Assalariado,Secundário,Casado,Casa,33,3.287671232876712,2.0,5352.01
F,False,True,0,Assalariado,Secundário,Casado,Casa,47,5.6876712328767125,2.0,1048.77
M,True,True,0,Assalariado,Secundário,Casado,Casa,39,4.210958904109589,2.0,5160.53
M,True,True,0,Empresário,Superior completo,Casado,Casa,49,4.947945205479452,2.0,6947.97
F,True,True,1,Assalariado,Secundário,Casado,Casa,38,0.8465753424657534,3.0,3445.28
F,False,False,0,Assalariado,Secundário,Casado,Estúdio,54,5.750684931506848,2.0,6345.07
M,True,False,2,Assalariado,Superior completo,Casado,Casa,43,10.375342465753423,4.0,6136.99
M,False,True,0,Assalariado,Secundário,Casado,Casa,44,2.3232876712328765,2.0,2733.12
F,False,True,0,Pensionista,Superior completo,Casado,Casa,60,,2.0,950.07
F,False,True,0,Assalariado,Superior completo,União,Casa,34,14.591780821917803,2.0,7666.29
M,True,True,0,Empresário,Superior incompleto,Casado,Com os pais,27,1.1232876712328768,2.0,2350.11
M,True,False,1,Assalariado,Secundário,Casado,Governamental,47,12.463013698630135,3.0,43433.94
M,True,True,1,Empresário,Superior completo,Casado,Casa,31,2.128767123287671,3.0,4109.04
M,True,True,0,Empresário,Superior completo,Solteiro,Casa,25,3.991780821917808,1.0,16270.99
M,True,True,0,Assalariado,Secundário,Casado,Casa,43,5.153424657534247,2.0,2754.5
F,False,False,0,Empresário,Secundário,Casado,Governamental,50,4.676712328767123,2.0,4065.28
F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,3280.23
F,False,True,0,Empresário,Secundário,Casado,Casa,52,6.356164383561644,2.0,8258.84
M,False,True,0,Assalariado,Superior completo,Casado,Casa,32,6.197260273972603,2.0,6634.78
F,True,True,0,Empresário,Secundário,Casado,Casa,42,15.068493150684931,2.0,6070.45
M,True,True,1,Empresário,Superior completo,Casado,Casa,27,4.863013698630136,3.0,6357.41
F,True,True,1,Assalariado,Secundário,Casado,Casa,46,0.8821917808219178,3.0,590.07
F,False,True,0,Pensionista,Secundário,Casado,Casa,62,,2.0,2931.7
F,False,False,0,Assalariado,Superior completo,Casado,Casa,31,8.043835616438356,2.0,4015.45
F,False,False,0,Empresário,Secundário,Casado,Casa,48,11.558904109589042,2.0,3150.78
M,False,False,1,Assalariado,Secundário,Casado,Casa,31,4.4301369863013695,3.0,2441.91
F,False,True,0,Empresário,Secundário,Solteiro,Casa,23,1.1232876712328768,1.0,2899.17
M,False,False,1,Assalariado,Secundário,Casado,Casa,31,4.4301369863013695,3.0,16404.7
M,True,True,0,Assalariado,Secundário,Casado,Com os pais,44,8.523287671232877,2.0,8942.37
F,False,False,0,Empresário,Secundário,Solteiro,Casa,31,6.545205479452054,1.0,1734.95
F,True,False,0,Empresário,Secundário,Separado,Casa,48,28.641095890410963,1.0,17007.93
F,False,True,0,Pensionista,Superior completo,Casado,Casa,57,,2.0,2939.34
F,False,True,1,Assalariado,Secundário,Separado,Casa,47,0.6794520547945205,2.0,2914.82
M,True,True,0,Assalariado,Superior completo,Casado,Casa,29,1.1287671232876713,2.0,1263.66
M,False,True,0,Pensionista,Superior completo,Casado,Casa,63,,2.0,20592.54
F,False,False,0,Servidor público,Secundário,Separado,Casa,53,33.78630136986301,1.0,5834.33
F,True,True,1,Empresário,Superior completo,Casado,Governamental,44,21.86027397260274,3.0,4913.37
F,False,True,2,Assalariado,Superior completo,Casado,Casa,37,8.928767123287669,4.0,2401.4
F,False,False,0,Servidor público,Secundário,Casado,Casa,57,23.79178082191781,2.0,10246.66
M,False,True,0,Empresário,Secundário,Casado,Casa,50,20.5972602739726,2.0,18707.86
M,False,True,0,Empresário,Superior completo,Solteiro,Aluguel,27,3.345205479452055,1.0,1948.02
F,False,True,0,Assalariado,Superior completo,Casado,Casa,50,8.136986301369863,2.0,945.95
F,True,False,1,Empresário,Superior completo,Solteiro,Casa,27,4.523287671232877,2.0,4338.65
F,True,True,0,Servidor público,Superior completo,Solteiro,Casa,60,41.2,1.0,7077.92
F,False,True,2,Empresário,Superior completo,Casado,Casa,36,3.627397260273973,4.0,3111.06
F,False,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,1906.78
F,False,False,1,Assalariado,Superior completo,Casado,Casa,42,25.03013698630137,3.0,9009.53
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,66,,1.0,7343.63
F,False,False,0,Empresário,Superior completo,Separado,Casa,49,10.76986301369863,1.0,4130.48
M,True,True,0,Assalariado,Superior completo,Casado,Casa,32,14.893150684931507,2.0,10310.56
F,True,False,0,Empresário,Superior incompleto,Casado,Casa,47,6.4301369863013695,2.0,2588.33
M,True,True,0,Assalariado,Secundário,Casado,Casa,37,3.4493150684931506,2.0,1008.8
F,True,False,1,Empresário,Superior incompleto,Casado,Casa,43,0.4301369863013699,3.0,4233.05
F,False,True,1,Assalariado,Secundário,Casado,Casa,36,4.578082191780823,3.0,2467.76
F,True,True,1,Assalariado,Superior completo,Casado,Com os pais,34,1.8794520547945208,3.0,1848.78
M,True,True,0,Assalariado,Superior completo,Casado,Casa,44,19.12054794520548,2.0,17425.86
F,False,True,0,Pensionista,Superior completo,Casado,Casa,61,,2.0,1796.59
F,False,False,1,Empresário,Secundário,Solteiro,Casa,40,6.958904109589041,2.0,1919.62
F,True,False,1,Assalariado,Superior completo,Casado,Casa,43,0.2602739726027397,3.0,1211.47
F,False,True,0,Pensionista,Superior completo,Casado,Casa,64,,2.0,1425.5
M,True,True,0,Assalariado,Secundário,União,Casa,51,4.890410958904108,2.0,6085.02
F,True,False,0,Pensionista,Superior completo,Casado,Casa,56,,2.0,2794.44
F,False,False,0,Assalariado,Secundário,Casado,Governamental,52,1.1753424657534246,2.0,1857.4
M,False,False,0,Assalariado,Secundário,Casado,Casa,57,32.55890410958905,2.0,58235.68
F,False,True,0,Empresário,Superior completo,Casado,Casa,34,5.63013698630137,2.0,1996.06
M,False,False,0,Servidor público,Secundário,Casado,Casa,31,7.520547945205481,2.0,2768.1
M,True,False,0,Empresário,Secundário,Casado,Casa,51,6.016438356164382,2.0,6254.46
F,False,False,0,Pensionista,Superior completo,Casado,Casa,57,,2.0,238.2
F,False,False,0,Pensionista,Superior completo,Casado,Governamental,57,,2.0,2341.2
F,True,True,1,Assalariado,Secundário,Casado,Casa,34,1.347945205479452,3.0,4067.29
M,True,True,2,Assalariado,Secundário,Casado,Casa,28,8.183561643835617,4.0,3425.61
F,False,False,1,Assalariado,Superior completo,Casado,Governamental,42,3.263013698630137,3.0,1448.59
M,False,False,0,Assalariado,Superior completo,Casado,Casa,40,9.63835616438356,2.0,3982.33
F,False,False,1,Assalariado,Secundário,Casado,Governamental,41,6.131506849315069,3.0,2054.95
F,False,True,0,Empresário,Superior completo,Casado,Casa,50,2.1726027397260275,2.0,2050.73
F,True,True,0,Empresário,Secundário,Casado,Casa,42,15.068493150684931,2.0,8696.36
M,True,False,1,Servidor público,Secundário,Casado,Casa,30,9.687671232876712,3.0,22308.48
F,False,True,0,Empresário,Secundário,Casado,Casa,47,8.854794520547943,2.0,2132.68
F,False,False,0,Empresário,Superior completo,União,Casa,44,1.4328767123287671,2.0,1416.4
F,False,True,0,Pensionista,Secundário,Solteiro,Casa,61,,1.0,2811.7
M,True,True,2,Assalariado,Superior completo,Casado,Casa,30,2.512328767123288,4.0,2927.46
F,True,True,0,Empresário,Superior completo,Solteiro,Com os pais,26,3.2684931506849315,1.0,3743.09
M,True,True,1,Assalariado,Superior completo,Casado,Casa,43,2.643835616438356,3.0,5874.38
M,True,False,2,Assalariado,Superior completo,Separado,Com os pais,38,4.454794520547946,3.0,3406.7
F,False,False,0,Assalariado,Superior completo,Casado,Com os pais,44,7.745205479452053,2.0,6286.57
M,True,True,0,Pensionista,Superior completo,Casado,Casa,45,,2.0,1891.05
F,True,True,0,Pensionista,Secundário,Casado,Casa,62,,2.0,4867.4
F,False,True,1,Assalariado,Superior completo,Casado,Casa,58,39.65205479452055,3.0,11437.71
M,True,False,2,Assalariado,Secundário,Casado,Casa,49,3.016438356164384,4.0,6887.34
F,False,True,0,Assalariado,Secundário,Casado,Casa,59,3.5753424657534247,2.0,4478.54
M,True,True,0,Empresário,Secundário,Casado,Casa,27,5.684931506849315,2.0,7690.84
F,True,True,1,Assalariado,Secundário,Casado,Casa,45,4.126027397260274,3.0,6260.0
F,False,False,0,Empresário,Superior completo,Casado,Com os pais,42,1.1315068493150684,2.0,3756.67
F,False,True,0,Pensionista,Superior completo,Casado,Casa,58,,2.0,10661.85
F,False,False,0,Empresário,Superior completo,União,Casa,40,5.964383561643835,2.0,1571.86
F,False,True,0,Assalariado,Superior completo,Separado,Casa,60,4.216438356164384,1.0,1924.25
M,True,False,0,Empresário,Superior completo,União,Casa,40,1.6054794520547946,2.0,3967.34
M,False,False,1,Assalariado,Secundário,Casado,Casa,39,4.717808219178083,3.0,5517.08
F,True,False,1,Servidor público,Superior completo,Casado,Casa,39,15.942465753424658,3.0,30254.81
F,True,True,0,Empresário,Superior completo,Casado,Estúdio,46,6.238356164383561,2.0,14535.94
M,True,True,0,Assalariado,Superior incompleto,Casado,Casa,43,4.131506849315069,2.0,1295.7
F,False,True,0,Pensionista,Superior completo,Casado,Casa,63,,2.0,7921.73
F,False,True,0,Pensionista,Secundário,Solteiro,Casa,64,,1.0,1234.47
M,True,True,0,Assalariado,Secundário,Solteiro,Com os pais,28,8.416438356164383,1.0,16885.28
F,False,True,0,Pensionista,Superior completo,Casado,Casa,65,,2.0,3640.32
F,False,True,0,Pensionista,Secundário,Solteiro,Casa,60,,1.0,2697.03
M,True,False,2,Empresário,Superior completo,Casado,Casa,39,13.0,4.0,14061.09
F,False,False,2,Assalariado,Superior completo,Casado,Casa,30,5.956164383561643,4.0,1043.04
F,False,True,0,Servidor público,Superior completo,Casado,Casa,41,10.01095890410959,2.0,2442.46
F,False,True,1,Assalariado,Superior completo,Casado,Casa,36,10.07945205479452,3.0,3091.71
F,False,True,0,Empresário,Secundário,Casado,Casa,62,42.90684931506849,2.0,11793.43
F,True,False,0,Pensionista,Superior completo,Separado,Casa,64,,1.0,2893.95
F,False,False,0,Empresário,Superior completo,Solteiro,Casa,43,14.271232876712329,1.0,7765.87
M,True,True,0,Pensionista,Secundário,Casado,Casa,50,,2.0,3252.59
F,True,False,0,Servidor público,Secundário,Casado,Casa,46,8.01917808219178,2.0,3120.7
F,False,False,1,Assalariado,Superior completo,Casado,Com os pais,28,1.5972602739726027,3.0,2929.07
M,False,True,0,Pensionista,Superior completo,Casado,Casa,60,,2.0,3900.85
F,False,False,1,Assalariado,Secundário,Casado,Casa,27,3.287671232876712,3.0,3045.75
M,False,False,3,Assalariado,Secundário,Casado,Casa,37,0.5808219178082191,5.0,772.71
F,False,True,0,Servidor público,Superior completo,Casado,Casa,47,3.295890410958904,2.0,5870.96
F,False,True,2,Empresário,Superior completo,Casado,Casa,41,8.695890410958905,4.0,1279.44
F,False,True,0,Pensionista,Superior completo,União,Casa,60,,2.0,8188.17
M,False,False,0,Pensionista,Secundário,Casado,Governamental,58,,2.0,61222.32
F,False,True,2,Assalariado,Superior completo,Casado,Casa,37,8.928767123287669,4.0,2609.85
F,False,True,0,Pensionista,Superior completo,Casado,Casa,57,,2.0,1788.1
F,False,False,0,Empresário,Secundário,Solteiro,Aluguel,26,5.972602739726027,1.0,798.87
F,False,True,0,Assalariado,Secundário,Casado,Casa,54,14.550684931506847,2.0,2777.12
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,66,,1.0,3519.59
F,False,True,0,Pensionista,Secundário,Separado,Casa,60,,1.0,27228.45
F,False,True,2,Assalariado,Superior completo,Casado,Casa,37,8.928767123287669,4.0,3868.76
M,True,True,2,Assalariado,Secundário,Casado,Casa,29,6.934246575342466,4.0,14152.48
F,False,True,0,Empresário,Secundário,Casado,Casa,51,6.912328767123287,2.0,3716.41
M,False,True,1,Assalariado,Secundário,Casado,Casa,29,2.128767123287671,3.0,3447.71
M,False,True,0,Empresário,Superior incompleto,União,Aluguel,29,1.556164383561644,2.0,458.35
F,True,True,0,Pensionista,Superior completo,Casado,Casa,58,,2.0,1447.59
M,True,True,0,Assalariado,Secundário,Casado,Casa,54,0.6821917808219178,2.0,1979.08
M,True,False,0,Assalariado,Superior completo,Solteiro,Aluguel,25,4.9589041095890405,1.0,9594.28
M,False,False,0,Empresário,Secundário,Casado,Governamental,40,6.693150684931508,2.0,7977.19
M,False,True,0,Empresário,Secundário,Casado,Casa,43,2.8794520547945206,2.0,14306.3
F,False,True,0,Assalariado,Secundário,União,Com os pais,39,0.3808219178082192,2.0,3236.39
F,False,True,0,Pensionista,Superior completo,União,Casa,60,,2.0,9981.6
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,50,13.550684931506847,1.0,2559.18
M,True,False,1,Assalariado,Superior completo,Casado,Com os pais,31,5.383561643835616,3.0,9950.29
F,False,True,0,Pensionista,Superior completo,Casado,Casa,61,,2.0,1424.16
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,64,,1.0,1414.88
F,False,True,1,Assalariado,Secundário,Casado,Casa,41,0.2986301369863013,3.0,2461.15
M,False,False,0,Empresário,Secundário,União,Casa,32,0.8082191780821918,2.0,2449.39
M,True,True,0,Assalariado,Pós graduação,Casado,Casa,61,0.5342465753424658,2.0,3416.34
F,True,True,0,Assalariado,Secundário,Casado,Casa,58,9.975342465753425,2.0,14095.4
F,True,True,1,Assalariado,Secundário,Separado,Com os pais,36,12.161643835616438,2.0,6387.08
F,False,False,0,Empresário,Secundário,Solteiro,Casa,29,2.424657534246576,1.0,1620.2
F,True,True,0,Empresário,Secundário,Solteiro,Casa,33,3.9178082191780814,1.0,7577.48
F,False,False,1,Assalariado,Superior completo,Casado,Casa,37,7.882191780821918,3.0,2831.22
F,False,True,0,Empresário,Superior completo,Casado,Casa,43,15.972602739726028,2.0,5009.65
M,True,False,1,Assalariado,Secundário,União,Casa,31,1.5315068493150683,3.0,1060.91
F,False,True,0,Pensionista,Primário,Casado,Casa,61,,2.0,1452.36
F,True,True,0,Assalariado,Secundário,Casado,Casa,51,1.3068493150684932,2.0,1754.46
F,True,False,1,Assalariado,Secundário,Casado,Casa,41,2.7150684931506848,3.0,1153.47
M,True,True,1,Empresário,Secundário,Casado,Casa,36,1.7397260273972603,3.0,9193.24
F,True,True,1,Empresário,Superior completo,Casado,Casa,31,4.427397260273971,3.0,1375.05
F,False,True,0,Assalariado,Secundário,Casado,Casa,51,10.219178082191783,2.0,3931.36
M,True,True,1,Empresário,Superior completo,União,Casa,46,6.950684931506848,3.0,38096.09
M,True,True,0,Pensionista,Superior completo,Casado,Casa,56,,2.0,4015.96
F,False,False,0,Assalariado,Secundário,Solteiro,Casa,32,5.92876712328767,1.0,3550.6
F,False,True,0,Pensionista,Superior completo,Solteiro,Casa,61,,1.0,2811.7
M,True,True,0,Assalariado,Secundário,Casado,Casa,46,9.704109589041096,2.0,13381.31
F,False,False,1,Servidor público,Secundário,Casado,Governamental,41,18.81095890410959,3.0,4018.92
M,False,False,0,Assalariado,Superior completo,Casado,Casa,37,6.953424657534248,2.0,6034.69
F,False,False,0,Assalariado,Superior completo,Casado,Casa,46,17.19178082191781,2.0,3692.09
F,False,True,0,Pensionista,Secundário,Solteiro,Casa,67,,1.0,2202.79
F,False,True,1,Assalariado,Secundário,Casado,Casa,47,3.032876712328767,3.0,17224.65
F,False,True,0,Servidor público,Secundário,Casado,Casa,53,9.183561643835615,2.0,2851.09
F,True,True,2,Assalariado,Secundário,Casado,Casa,34,7.526027397260274,4.0,8116.39
M,True,True,0,Assalariado,Secundário,Casado,Casa,33,4.008219178082192,2.0,3868.26
F,False,True,0,Servidor público,Superior completo,Casado,Casa,47,3.295890410958904,2.0,726.15
F,False,True,2,Empresário,Secundário,Casado,Casa,42,1.6821917808219178,4.0,3665.98
F,True,True,0,Assalariado,Superior completo,Casado,Casa,29,0.7643835616438356,2.0,1272.04
M,False,True,0,Assalariado,Superior completo,Casado,Casa,37,10.863013698630136,2.0,16527.38
M,False,True,1,Assalariado,Superior incompleto,Casado,Casa,37,15.449315068493153,3.0,10137.36
F,False,True,0,Empresário,Secundário,Viúvo,Casa,36,0.6438356164383562,1.0,4957.58
F,False,True,2,Servidor público,Superior completo,Casado,Casa,27,9.3013698630137,4.0,2448.84
M,True,False,1,Assalariado,Superior completo,Casado,Casa,35,2.0027397260273974,3.0,7147.89
F,False,True,0,Assalariado,Superior completo,Separado,Casa,53,0.8767123287671232,1.0,976.2
M,False,True,2,Empresário,Superior completo,Casado,Casa,34,0.6191780821917808,4.0,969.5
F,False,False,1,Assalariado,Superior completo,União,Casa,34,1.356164383561644,3.0,4324.35
F,False,False,0,Assalariado,Superior completo,Separado,Casa,47,8.219178082191782,1.0,2136.55
F,False,True,1,Assalariado,Superior completo,Casado,Casa,30,2.0876712328767124,3.0,3100.94
F,True,False,0,Servidor público,Secundário,Casado,Casa,50,0.2958904109589041,2.0,795.14
F,False,True,0,Pensionista,Superior completo,Casado,Casa,60,,2.0,1988.74
M,True,True,0,Assalariado,Secundário,Casado,Casa,43,6.616438356164384,2.0,16137.09
F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,2170.51
M,False,True,1,Empresário,Secundário,Casado,Casa,32,3.287671232876712,3.0,5607.07
F,False,False,2,Servidor público,Secundário,Casado,Casa,33,5.435616438356163,4.0,1626.76
F,False,True,1,Assalariado,Superior completo,Solteiro,Casa,27,0.2547945205479452,2.0,3417.1
M,False,True,0,Assalariado,Secundário,Casado,Casa,34,7.701369863013697,2.0,5179.93
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,63,,1.0,1650.94
F,True,False,1,Servidor público,Superior completo,Casado,Casa,39,15.942465753424658,3.0,10297.97
F,False,True,0,Empresário,Secundário,Casado,Casa,36,15.057534246575342,2.0,4319.54
F,False,True,1,Assalariado,Superior completo,Casado,Casa,29,8.665753424657536,3.0,10341.24
F,False,True,0,Servidor público,Superior completo,Casado,Casa,50,22.695890410958903,2.0,5989.93
M,True,True,0,Assalariado,Superior completo,Casado,Casa,39,20.18904109589041,2.0,30990.82
F,False,False,1,Empresário,Secundário,Separado,Casa,41,21.86027397260274,2.0,6479.07
F,True,True,0,Empresário,Superior completo,Casado,Casa,28,2.682191780821918,2.0,2739.25
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,38,16.024657534246572,1.0,5091.22
F,False,True,0,Assalariado,Superior completo,União,Casa,44,26.56986301369863,2.0,3311.1
F,False,True,0,Pensionista,Secundário,Casado,Casa,56,,2.0,3528.43
F,False,True,0,Assalariado,Superior completo,Casado,Casa,49,17.854794520547944,2.0,3674.43
F,False,False,1,Assalariado,Superior completo,Separado,Casa,35,5.597260273972603,2.0,814.02
F,False,False,1,Assalariado,Superior completo,Casado,Casa,37,7.882191780821918,3.0,2831.22
F,False,True,0,Pensionista,Secundário,Solteiro,Casa,63,,1.0,2661.56
F,True,False,2,Assalariado,Superior completo,Casado,Casa,36,1.868493150684932,4.0,832.33
F,False,True,1,Assalariado,Pós graduação,Solteiro,Casa,34,7.586301369863015,2.0,2363.54
F,True,False,0,Assalariado,Secundário,Viúvo,Casa,39,3.684931506849315,1.0,1221.26
F,False,True,1,Assalariado,Secundário,Casado,Governamental,43,17.443835616438356,3.0,6265.56
F,False,False,0,Empresário,Secundário,União,Casa,40,5.964383561643835,2.0,1571.86
F,False,True,0,Assalariado,Superior completo,Casado,Casa,54,0.6054794520547945,2.0,3438.79
F,False,True,0,Servidor público,Superior completo,Casado,Casa,54,10.936986301369863,2.0,5683.73
M,True,True,0,Assalariado,Superior completo,Casado,Casa,29,4.550684931506848,2.0,17068.44
M,False,True,2,Servidor público,Superior completo,Casado,Casa,43,15.449315068493153,4.0,17360.62
M,True,False,2,Assalariado,Superior completo,Casado,Casa,40,6.06027397260274,1.0,865.89
M,True,False,1,Servidor público,Superior completo,Casado,Casa,36,9.98082191780822,3.0,21334.06
M,False,True,0,Assalariado,Superior completo,Casado,Casa,26,8.227397260273973,2.0,3745.32
F,False,True,0,Pensionista,Secundário,Casado,Casa,59,,2.0,1186.46
F,True,True,1,Assalariado,Secundário,Casado,Casa,31,4.597260273972604,3.0,2734.52
M,True,True,0,Assalariado,Secundário,Solteiro,Com os pais,28,8.416438356164383,1.0,8840.62
F,False,True,1,Servidor público,Superior completo,Casado,Casa,48,3.602739726027397,3.0,7272.84
F,True,True,0,Empresário,Superior completo,Casado,Casa,47,2.6356164383561644,2.0,2517.68
F,False,True,0,Pensionista,Superior completo,Casado,Casa,49,,2.0,1603.88
M,True,True,2,Assalariado,Secundário,Casado,Casa,30,1.7452054794520548,4.0,4088.92
F,False,True,0,Empresário,Secundário,Solteiro,Casa,54,2.5342465753424657,1.0,6616.47
M,True,True,0,Servidor público,Secundário,Casado,Casa,45,7.7315068493150685,2.0,7684.54
M,True,False,1,Servidor público,Secundário,Casado,Com os pais,41,3.3835616438356166,3.0,8186.44
M,True,False,0,Pensionista,Superior completo,Separado,Casa,66,,1.0,2615.07
F,True,True,0,Assalariado,Superior completo,Casado,Casa,46,19.9013698630137,2.0,7154.05
F,False,True,0,Assalariado,Secundário,Casado,Casa,59,5.139726027397259,2.0,2276.34
F,False,True,2,Assalariado,Secundário,Casado,Casa,33,14.564383561643837,4.0,1212.4
F,True,False,0,Pensionista,Secundário,Casado,Casa,55,,2.0,2001.06
F,True,True,0,Assalariado,Secundário,Casado,Casa,46,19.9013698630137,2.0,11647.85
M,True,True,1,Assalariado,Superior completo,Casado,Casa,43,6.235616438356163,3.0,4379.78
M,False,True,0,Empresário,Superior completo,Solteiro,Casa,27,5.282191780821917,1.0,9920.66
F,True,False,0,Assalariado,Secundário,Solteiro,Casa,26,0.8301369863013699,1.0,1650.83
F,False,True,0,Pensionista,Superior completo,Casado,Casa,58,,2.0,3929.1
M,True,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,8080.29
F,False,True,0,Servidor público,Secundário,Casado,Casa,53,14.03835616438356,2.0,1731.06
F,True,False,0,Empresário,Superior completo,Solteiro,Casa,28,4.353424657534247,1.0,3084.49
F,False,False,0,Empresário,Secundário,Solteiro,Casa,42,0.6109589041095891,1.0,2675.62
M,True,True,1,Assalariado,Superior completo,Separado,Governamental,47,5.63013698630137,2.0,1856.56
F,True,True,0,Empresário,Superior completo,Solteiro,Casa,43,3.1178082191780816,1.0,2541.06
M,False,True,0,Assalariado,Superior completo,Solteiro,Casa,41,3.432876712328768,1.0,8544.18
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,,2.0,1165.52
M,True,True,1,Assalariado,Secundário,Casado,Casa,42,9.06027397260274,3.0,18658.66
M,True,True,2,Servidor público,Secundário,Casado,Casa,36,15.29041095890411,4.0,29600.66
F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,1163.67
F,False,True,0,Empresário,Secundário,Solteiro,Casa,47,7.660273972602741,1.0,1698.05
F,False,True,0,Empresário,Secundário,Solteiro,Aluguel,42,8.860273972602737,1.0,5579.0
F,False,False,0,Pensionista,Secundário,Casado,Casa,55,,2.0,1701.44
F,True,True,1,Assalariado,Superior completo,Separado,Casa,32,1.7753424657534247,2.0,1281.22
F,False,True,3,Assalariado,Superior completo,Casado,Casa,42,22.19178082191781,5.0,7843.63
F,False,True,0,Pensionista,Primário,Casado,Casa,61,,2.0,2911.15
F,False,False,0,Assalariado,Secundário,Casado,Casa,52,9.03013698630137,2.0,1835.38
F,True,True,0,Assalariado,Primário,Casado,Casa,44,1.704109589041096,2.0,1926.09
F,True,False,0,Empresário,Secundário,Casado,Casa,28,0.6821917808219178,2.0,3797.96
M,True,True,0,Assalariado,Superior completo,Casado,Casa,29,1.1287671232876713,2.0,1263.66
M,True,True,1,Assalariado,Superior completo,Solteiro,Casa,40,20.60821917808219,2.0,14385.5
M,False,True,0,Assalariado,Secundário,Casado,Casa,52,0.947945205479452,2.0,2899.4
M,True,False,0,Assalariado,Secundário,Casado,Casa,29,6.693150684931508,2.0,3321.96
M,False,True,1,Assalariado,Primário,Casado,Casa,28,4.635616438356164,3.0,9201.35
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,,2.0,1865.88
M,True,True,0,Assalariado,Superior completo,União,Casa,32,8.85753424657534,2.0,4371.67
M,False,False,0,Assalariado,Secundário,Casado,Casa,52,13.608219178082194,2.0,13552.67
F,True,True,0,Assalariado,Secundário,Casado,Casa,42,8.10684931506849,2.0,6078.57
M,True,True,2,Assalariado,Superior completo,Casado,Casa,36,6.786301369863014,4.0,5887.87
F,False,True,0,Assalariado,Superior completo,Casado,Casa,33,4.131506849315069,2.0,4669.23
M,False,True,0,Assalariado,Superior completo,Casado,Casa,38,10.427397260273972,2.0,6117.59
F,False,True,1,Assalariado,Superior completo,Casado,Casa,44,10.12054794520548,3.0,1149.3
M,True,True,0,Empresário,Secundário,Solteiro,Casa,55,9.443835616438356,1.0,4531.08
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,59,2.736986301369863,1.0,4952.93
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,,2.0,1926.02
M,True,False,0,Assalariado,Superior completo,Casado,Casa,24,6.372602739726028,2.0,17634.09
M,True,False,2,Assalariado,Superior completo,Casado,Casa,40,6.06027397260274,4.0,6868.54
M,True,False,0,Assalariado,Superior completo,Casado,Casa,33,0.5342465753424658,2.0,4296.93
F,True,True,1,Assalariado,Superior completo,Separado,Casa,40,4.580821917808219,2.0,5315.72
F,False,False,0,Pensionista,Secundário,Separado,Casa,64,,1.0,2264.29
F,True,False,0,Empresário,Secundário,Casado,Casa,40,11.854794520547946,2.0,9849.84
